668,09,16,17,24,32,40
669,01,05,07,08,25,40
670,01,09,12,13,37,43
671,06,07,14,18,37,43
672,04,05,07,10,25,39
673,03,05,33,37,41,43
674,11,21,24,27,29,37
675,16,24,27,31,36,43
676,23,24,25,35,37,39
677,10,12,20,36,41,44
678,10,11,22,27,36,41
679,04,09,14,23,32,38
680,15,18,28,30,34,44
681,07,11,17,31,35,40
682,06,12,15,22,33,39
683,03,11,17,19,34,39
684,01,13,20,26,35,37
685,10,16,24,26,30,32
686,04,31,34,36,40,43
687,22,27,30,35,40,45
688,08,19,22,25,32,35
689,10,11,22,32,38,43
690,19,20,21,28,33,41
691,04,06,10,13,26,43
692,04,05,32,39,40,42
693,07,20,29,30,40,45
694,01,06,07,20,28,43
695,08,09,23,25,31,32
696,01,07,11,28,41,44
697,06,07,08,29,35,39
698,04,06,07,11,34,41
699,07,09,14,23,35,41
700,02,08,31,32,42,44
701,01,04,07,15,41,42
702,08,13,18,19,21,24
703,03,13,18,21,39,44
704,03,18,21,22,36,44
705,12,19,22,23,34,44
706,06,07,22,24,27,37
707,02,13,19,33,40,43
708,11,13,19,27,37,41
709,04,05,25,28,29,42
710,01,20,28,37,40,44
711,09,11,13,21,27,41
712,04,12,25,28,33,45
713,05,14,15,19,25,33
714,05,11,17,34,38,42
715,01,09,11,32,34,42
716,06,11,26,28,36,41
717,05,06,24,34,36,37
718,08,09,11,31,36,39
719,07,14,23,26,37,39
720,02,11,15,18,23,42
721,23,26,40,41,43,44
722,02,04,06,36,41,42
723,01,05,09,16,42,44
724,05,20,27,30,38,43
725,13,15,19,25,33,34
726,03,04,08,17,19,37
727,03,23,27,32,34,39
728,11,12,16,18,33,35
729,08,09,11,28,30,39
730,07,09,15,23,26,27
731,03,12,19,27,32,35
732,13,16,18,22,34,39
733,08,19,21,28,32,44
734,21,39,40,41,43,45
735,03,04,20,21,36,41
736,07,08,30,35,40,44
737,03,14,20,22,37,44
738,10,20,21,27,33,34
739,01,07,16,24,27,37
740,09,15,22,27,34,42
741,03,11,16,20,24,30
742,13,23,33,37,40,43
743,03,12,23,29,33,34
744,04,28,37,38,40,42
745,11,14,22,26,29,44
746,01,10,22,36,38,45
747,02,15,33,41,44,45
748,07,10,19,30,40,45
749,10,20,22,26,31,42
750,19,24,31,32,35,36
751,05,07,10,13,14,42
752,02,07,18,20,24,36
753,08,12,13,14,32,40
754,03,10,12,13,36,44
755,11,19,24,28,31,39
756,10,11,28,29,40,42
757,10,24,27,42,43,45
758,04,07,20,28,33,41
759,03,05,06,23,24,39
760,05,10,29,37,42,44
761,02,05,06,08,10,32
762,01,14,15,18,32,45
763,03,14,15,21,26,37
764,01,06,13,30,34,43
765,04,09,17,18,28,32
766,02,08,15,17,19,30
767,04,11,22,29,37,43
768,01,09,18,26,41,45
769,03,08,19,21,25,36
770,08,10,12,29,34,37
771,19,26,31,33,41,42
772,10,16,19,27,28,36
773,04,08,17,27,32,36
774,06,07,18,25,40,43
775,01,03,05,17,22,33
776,04,10,11,15,24,37
777,01,18,21,25,27,35
778,06,13,33,34,40,45
779,06,11,18,23,32,44
780,15,18,25,27,29,34
781,04,18,28,32,36,40
782,10,16,22,36,43,44
783,04,08,21,29,33,45
784,11,14,17,24,29,35
785,06,10,15,37,39,44
786,06,24,28,31,36,43
787,05,10,19,22,36,45
788,01,04,07,14,16,41
789,13,27,34,35,36,41
790,06,15,16,27,36,42
791,11,15,17,27,28,45
792,06,12,28,30,39,42
793,09,11,15,20,32,36
794,04,13,18,23,33,43
795,03,25,26,29,40,42
796,20,34,37,39,41,42
797,05,13,17,20,29,45
798,04,12,21,22,27,40
799,05,09,33,40,41,45
800,03,05,06,09,28,43
801,06,29,31,32,39,44
802,13,17,26,29,33,39
803,17,19,22,31,32,34
804,09,14,17,18,36,41
805,03,13,15,23,24,44
806,10,16,36,40,41,42
807,05,20,24,25,35,36
808,17,18,19,20,27,44
809,11,14,18,24,35,37
810,03,05,18,28,42,43
811,04,15,25,26,32,35
812,09,10,26,28,39,43
813,01,12,29,40,44,45
814,02,10,18,23,34,36
815,04,18,25,29,32,34
816,13,17,26,27,31,37
817,08,09,30,31,38,45
818,10,14,29,37,38,40
819,03,05,06,31,34,35
820,02,03,16,19,22,34
821,01,04,17,19,24,42
822,16,21,29,40,41,43
823,03,18,29,30,39,41
824,08,15,16,21,25,33
825,12,15,24,30,36,45
826,08,16,17,23,28,38
827,03,17,25,26,36,38
828,04,11,16,24,35,44
829,05,27,33,34,38,40
830,02,05,12,33,41,45
831,11,17,30,36,41,45
832,01,03,08,09,35,40
833,10,13,24,28,38,44
834,06,07,11,22,35,41
835,03,06,13,15,36,44
836,05,14,27,30,38,45
837,01,03,04,05,32,33
838,14,21,25,34,37,39
839,01,13,17,24,27,42
840,13,20,24,32,34,40
841,05,11,15,18,27,43
842,04,06,12,26,27,39
843,01,07,22,26,28,41
844,05,06,14,20,31,38
845,11,16,18,38,40,43
846,05,09,21,24,34,39
847,03,20,27,37,44,45
848,10,11,19,38,41,44
849,14,21,22,24,28,45
850,02,05,08,16,22,42
851,03,14,20,26,28,36
852,04,06,16,30,43,44
853,02,16,18,19,24,29
854,10,13,30,33,39,41
855,10,20,25,27,38,45
856,07,10,13,20,21,34
857,03,19,21,24,27,38
858,11,16,21,33,34,42
859,03,15,35,39,40,43
860,06,20,23,29,34,45
861,01,05,19,20,23,38
862,10,11,14,24,31,45
863,06,10,15,29,41,42
864,01,09,10,12,22,44
865,02,09,37,38,40,43
866,01,12,13,27,29,35
867,08,17,21,39,44,45
868,01,12,26,28,39,45
869,02,19,25,32,41,44
870,05,11,20,26,40,43
871,13,17,19,25,32,45
872,02,13,16,19,20,36
873,04,17,28,30,38,42
874,01,07,20,25,40,41
875,09,18,21,25,35,44
876,05,13,15,28,38,40
877,01,08,17,21,27,37
878,11,13,15,18,24,36
879,09,12,23,30,32,40
880,03,09,14,17,27,32
881,05,12,16,25,26,32
882,08,21,26,35,37,42
883,01,04,23,28,33,38
884,01,03,15,16,34,43
885,04,12,20,25,35,37
886,02,06,07,18,34,41
887,07,08,18,29,41,44
888,05,20,21,31,34,37
889,03,17,23,37,40,42
890,12,17,34,39,44,45
891,01,07,10,24,33,40
892,19,26,27,39,44,45
893,16,21,23,27,35,41
894,02,06,19,24,30,42
895,06,10,21,23,28,39
896,05,08,34,38,39,41
897,06,08,21,28,30,35
898,02,10,13,15,22,36
899,10,23,25,26,30,41
900,06,14,19,22,40,42
901,01,06,12,20,36,39
902,05,08,26,29,35,44
903,01,24,25,31,39,40
904,03,20,23,30,33,35
905,07,16,18,32,34,44
906,03,07,08,18,27,36
907,01,19,20,27,30,32
908,17,26,30,31,33,39
909,08,14,17,20,21,40
910,04,12,14,15,41,42
911,06,07,12,18,21,43
912,12,23,29,36,37,41
913,04,09,21,28,35,37
914,04,30,35,39,42,43
915,07,13,20,23,27,29
916,05,06,20,22,26,39
917,04,10,18,22,31,37
918,04,11,17,29,30,44
919,09,15,18,22,32,41
920,05,07,11,20,31,37
921,03,08,15,16,40,42
922,05,14,30,36,38,42
923,10,13,14,32,37,42
924,06,09,10,13,24,27
925,04,08,10,15,26,31
926,05,07,16,20,36,41
927,09,13,21,24,34,35
928,23,29,35,37,39,45
929,25,26,33,39,41,43
930,05,19,21,23,28,36
931,12,20,21,23,27,34
932,03,30,31,32,36,45
933,08,16,31,37,39,41
934,04,10,28,29,31,34
935,02,03,14,21,31,33
936,05,17,19,27,35,39
937,08,09,10,20,35,38
938,04,06,13,14,28,39
939,04,15,20,31,43,44
940,03,12,15,20,24,45
941,02,26,35,41,42,43
942,03,05,10,17,25,29
943,05,10,14,25,42,45
944,01,12,21,28,30,44
945,03,05,08,31,33,34
946,04,05,07,24,27,30
947,04,11,19,20,35,41
948,03,17,28,30,31,32
949,09,18,23,24,29,34
950,18,20,29,34,36,38
951,13,15,20,25,35,43
952,01,07,13,16,27,35
953,01,06,22,25,30,34
954,02,05,19,26,38,40
955,01,03,07,10,21,29
956,10,16,17,18,34,42
957,02,11,18,33,36,45
958,02,03,10,15,31,36
959,16,21,22,33,42,45
960,15,27,31,36,38,41
961,02,17,23,27,37,42
962,09,13,16,24,33,45
963,08,10,12,14,17,31
964,07,09,16,20,30,32
965,02,03,09,15,17,43
966,03,04,27,32,40,43
967,02,03,12,32,35,44
968,15,16,22,25,29,33
969,01,04,14,22,24,40
970,04,13,15,20,37,38
971,14,20,24,30,35,41
972,01,26,27,35,36,43
973,07,15,20,25,32,37
974,02,18,21,24,38,44
975,04,05,07,09,27,39
976,08,11,19,24,26,42
977,04,23,25,30,40,41
978,09,11,16,17,22,33
979,13,29,35,37,38,41
980,06,19,22,26,38,39
981,02,12,13,33,36,42
982,08,12,20,26,35,37
983,02,14,21,22,35,43
984,15,17,21,28,37,43
985,04,05,10,21,33,37
986,03,24,31,35,39,42
987,16,20,26,30,32,40
988,03,05,07,37,39,42
989,02,07,16,25,35,38
990,11,29,32,39,40,43
991,01,18,22,33,34,43
992,03,11,14,20,26,42
993,08,09,15,21,26,45
994,03,07,13,29,32,44
995,12,14,18,22,28,31
996,10,13,21,29,41,43
997,05,21,26,27,32,33
998,16,21,27,29,34,44
999,04,11,16,30,33,43
